#Selection name: Selection 2
#Area (µm^2): 16793.06
Cell ID,Cluster,Transcripts,Area (µm^2)
aaaaanfo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaapop-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaaiba-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaamhg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaabho-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaappl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabcdi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaabejk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaagdg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaabgbo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaaofj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabimo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabapn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaaeja-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,21,4.38
aaaabhdj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaaahan-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,19,4.38
aaaabcaa-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabclg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaaika-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaaaklp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaamdg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaabgga-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabego-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,28,4.38
aaaaakcf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaamje-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaainc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaabcnh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaaomm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaaolb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaaekj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaafdg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,15,4.38
aaaaabij-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaaeei-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaadac-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaabdeh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaabfae-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,19,4.38
aaaaajjl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaababf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaabdmg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaagbf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaafef-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabbek-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaabdlf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaakgi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaamhm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,15,4.38
aaaaadhg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaalc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaagim-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaadgd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaadgl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaalmh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,0,4.38
aaaabhpc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaamkb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,0,4.38
aaaaacgh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaaobp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaapck-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabanl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaappf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaapac-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaabcba-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,17,4.38
aaaaabpi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabfpl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabhcl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaabii-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,28,4.38
aaaaahbn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaancl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,22,4.38
aaaabimp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaakam-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,17,4.38
aaaaaimb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaadjd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabboo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaabhlc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaaakgn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaaafnj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaaogg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,20,4.38
aaaaamdh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,0,4.38
aaaabfhf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaamlg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabeli-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaajaa-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabhln-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaancb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaabcn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaaabi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaemp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaanoo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaabend-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,22,4.38
aaaaadlk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,30,4.38
aaaabani-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabiod-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,38,4.38
aaaaameh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaaacpo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,29,4.38
aaaaanib-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,27,4.38
aaaabfch-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,32,4.38
aaaaagjb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,36,4.38
aaaabiea-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,25,4.38
aaaaacka-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,43,4.38
aaaabbfn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,40,4.38
aaaaafca-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,17,4.38
aaaaagej-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaabejh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,59,4.38
aaaabifl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,30,4.38
aaaaacdd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaabgbb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,27,4.38
aaaaampj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaabjfl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaabeg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaabiic-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaabanj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,35,4.38
aaaabaam-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,25,4.38
aaaabihk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,25,4.38
aaaaacfp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,45,4.38
aaaaaanp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,23,4.38
aaaabapa-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabcdh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,25,4.38
aaaaaihg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,19,4.38
aaaaahoj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,23,4.38
aaaabfgj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,35,4.38
aaaaammf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaabagc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,55,4.38
aaaabech-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,23,4.38
aaaabbai-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,64,4.38
aaaaajef-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,69,4.38
aaaaammc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,36,4.38
aaaabcha-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,57,4.38
aaaaafhj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,65,4.38
aaaaajnp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaaanhf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaaadkj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,20,4.38
aaaabgck-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaalba-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaaigc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaaambf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabhdd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaaodi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaancm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaabdon-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaapeb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaaachl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,50,4.38
aaaabgln-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,24,4.38
aaaaappi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaabdfi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaaoia-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,66,4.38
aaaaamnf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,24,4.38
aaaaacag-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,44,4.38
aaaabcfm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabijf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,22,4.38
aaaaalpo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaabecb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaabigi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaaaofh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaabfdm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaabkf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaalna-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaabfpk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaalce-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabbnb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaakai-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaaefm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaabakd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaaagmo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaaaenn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaaamnk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaaaha-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,31,4.38
aaaaaolp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,64,4.38
aaaabhdp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,15,4.38
aaaabhlg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,26,4.38
aaaabhil-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,21,4.38
aaaaagpf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,28,4.38
aaaabhda-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,29,4.38
aaaabigf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,24,4.38
aaaaalbm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,55,4.38
aaaabblc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,32,4.38
aaaabbgf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,63,4.38
aaaaaibj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,26,4.38
aaaabfmd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,56,4.38
aaaabfng-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabggp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaafcn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaaiea-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaabdaf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaadpk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaabgao-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaabml-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,19,4.38
aaaaabeb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,47,4.38
aaaaabgi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,28,4.38
aaaaapmf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,22,4.38
aaaaaenk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaakgb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaacal-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaahhc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabgbp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,21,4.38
aaaaanhl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabhmk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaalgp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaacco-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaaopn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabefj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabfhl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabbbb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaabadp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaahin-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaaako-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaalhd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaabdpd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaaajc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaapkk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaaplh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaagbk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabjck-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaaaedg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaabh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaabfeb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,36,4.38
aaaaalla-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaakob-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaangn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,31,4.38
aaaaamnn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,21,4.38
aaaabbjm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabeio-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaaaoon-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaabbca-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaaaeam-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaaaaka-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaadin-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaahgg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaghl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,28,4.38
aaaaaiga-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaaeim-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,19,4.38
aaaaaioh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaaadnp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaabdmh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaababe-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaagag-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaajgd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaabgan-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaabeld-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabeml-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaabcj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabfgd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabcgj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,24,4.38
aaaabddf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,21,4.38
aaaaabjd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaabahf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaakfj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaajcb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabdhm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaahie-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabcej-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaalfi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaabgp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaabgn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabijj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabjgk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabagb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaanka-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaadnj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaabaee-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabcjm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaallk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaamif-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaadpg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaanga-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabcoe-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
